x y
803.3646355421687 886.3100853532787
1310.5485777766876 202.86816538214316
618.994474036152 115.6046001795493
301.0075196551835 1382.38576587868
111.70688925630938 1114.565503145875
93.46896241383985 1109.7734952144524
1495.2882216325077 505.9948843614488
1500.9659195753945 485.7501446709695
315.75058712544035 1413.6509752989073
1298.8710918273296 184.76847215102262
911.5726242669882 399.2314092384491
605.4838461950242 105.45573190615934
896.125441589952 401.77853536236694
1514.419028408095 502.69277956969967
594.3445844440115 111.60026388828119
304.4584513741908 1401.247289664029
297.38345450231094 1389.298178576961
898.1381485545685 385.62423335813986
306.2337913060383 1391.7227574526569
1499.8000997892063 505.8534148677631
1294.6279420287021 195.10942157488276
904.8287861479014 397.9059959361751
1507.7258665837426 503.1199692681444
303.27777056408377 1400.257263049679
94.09483396566873 1110.9645139525041
1318.2375025682509 206.287925324946
1289.8846567210355 192.58635482596154
87.97457751164791 1106.5939878056
1493.444926875927 492.8836843529789
1299.8258315088644 196.0908723256353
93.38652675965001 1111.2834712025838
900.090264217664 416.9374951024575
111.47444849372758 1110.4796141459656
611.2577187487503 92.6077560574334
495.3407236153657 693.1055398927762
496.7444827426515 718.8759588930163
1304.6029416181598 189.32679791263038
1495.417705930799 509.9860554062232
490.1264268521867 701.4670958916274
798.6460581106262 903.4818527773083
601.895858381257 87.71318717558397
796.5939083177301 908.9410783866128
311.05276086647035 1410.4239547183236
512.8056025562646 683.7274386645818
96.15524461502437 1080.4378924516523
791.1360660593353 900.3273782162889
93.37853939966536 1095.2098623065951
305.0551233317837 1389.6645326130188
805.6466257747359 907.9559610053356
597.6111665878856 96.16001039165573
1484.2607089432315 489.32032889619217
505.8497661244828 704.9573382657535
614.7149979231286 103.00126135286811
509.8416528399322 697.0975815790188
807.243258424936 906.0568664236281
801.0988301671869 896.3627684343114
815.5480844083592 898.2969693765259
312.9244642684213 1393.8207325142191
604.0604049632212 82.83265240664153
1304.8748596769026 198.0590566827071
904.43813500022 392.4752711812395
1497.9472916861503 496.7622829167383
1490.5780116333149 499.7834689693103
898.8863683490277 389.38571884444804
496.26429332466904 693.1871705449745
106.47377414789361 1111.3074530335452
293.6947640513622 1412.1074510105054
891.7863443309091 391.6346003345807
795.4335029863665 901.7128118333493
487.84007105470664 700.5478554658871
899.7986362615782 405.35492806150853
1308.1345286268563 208.53139676661286
1292.8595909506953 208.15476439430807
501.6377763443162 696.7642497018913
609.6733890812748 106.49431523873864
93.7325022843937 1089.3069204236688
802.2635741826635 896.9088243334143
595.9382117981515 100.45177164984102
893.2273128547598 402.53967899554607
496.11962581906795 694.7043250697691
